Ward,Day,Time,Demand,DemandType
Ward 73,Saturday,06:00:00,90,Medium Demand
Ward 73,Saturday,07:00:00,88,Medium Demand
Ward 73,Saturday,08:00:00,85,Medium Demand
Ward 73,Saturday,09:00:00,89,Medium Demand
Ward 73,Saturday,10:00:00,62,Medium Demand
Ward 73,Saturday,11:00:00,67,Medium Demand
Ward 73,Saturday,12:00:00,73,Medium Demand
Ward 73,Saturday,13:00:00,71,Medium Demand
Ward 73,Saturday,14:00:00,65,Medium Demand
Ward 73,Saturday,15:00:00,67,Medium Demand
Ward 73,Saturday,16:00:00,75,Medium Demand
Ward 73,Saturday,17:00:00,104,High Demand
Ward 73,Saturday,18:00:00,112,High Demand
Ward 73,Saturday,19:00:00,106,High Demand
Ward 73,Saturday,20:00:00,120,High Demand
Ward 73,Saturday,21:00:00,50,Low Demand
Ward 73,Saturday,22:00:00,42,Low Demand
Ward 73,Saturday,23:00:00,48,Low Demand
Ward 74,Sunday,00:00:00,26,Low Demand
Ward 74,Sunday,01:00:00,27,Low Demand
Ward 74,Sunday,02:00:00,23,Low Demand
Ward 74,Sunday,03:00:00,32,Low Demand
Ward 74,Sunday,04:00:00,26,Low Demand
Ward 74,Sunday,05:00:00,35,Low Demand
Ward 74,Sunday,06:00:00,54,Low Demand
Ward 74,Sunday,07:00:00,65,Medium Demand
Ward 74,Sunday,08:00:00,57,Low Demand
Ward 74,Sunday,09:00:00,58,Low Demand
Ward 74,Sunday,10:00:00,37,Low Demand
Ward 74,Sunday,11:00:00,44,Low Demand
Ward 74,Sunday,12:00:00,52,Low Demand
Ward 74,Sunday,13:00:00,51,Low Demand
Ward 74,Sunday,14:00:00,54,Low Demand
Ward 74,Sunday,15:00:00,48,Low Demand
Ward 74,Sunday,16:00:00,42,Low Demand
Ward 74,Sunday,17:00:00,66,Medium Demand
Ward 74,Sunday,18:00:00,60,Medium Demand
Ward 74,Sunday,19:00:00,63,Medium Demand
Ward 74,Sunday,20:00:00,78,Medium Demand
Ward 74,Sunday,21:00:00,24,Low Demand
Ward 74,Sunday,22:00:00,21,Low Demand
Ward 74,Sunday,23:00:00,24,Low Demand
Ward 74,Monday,00:00:00,20,Low Demand
Ward 74,Monday,01:00:00,20,Low Demand
Ward 74,Monday,02:00:00,19,Low Demand
Ward 74,Monday,03:00:00,28,Low Demand
Ward 74,Monday,04:00:00,23,Low Demand
Ward 74,Monday,05:00:00,27,Low Demand
Ward 74,Monday,06:00:00,41,Low Demand
Ward 74,Monday,07:00:00,57,Low Demand
Ward 74,Monday,08:00:00,51,Low Demand
Ward 74,Monday,09:00:00,44,Low Demand
Ward 74,Monday,10:00:00,37,Low Demand
Ward 74,Monday,11:00:00,40,Low Demand
Ward 74,Monday,12:00:00,46,Low Demand
Ward 74,Monday,13:00:00,35,Low Demand
Ward 74,Monday,14:00:00,38,Low Demand
Ward 74,Monday,15:00:00,41,Low Demand
Ward 74,Monday,16:00:00,31,Low Demand
Ward 74,Monday,17:00:00,67,Medium Demand
Ward 74,Monday,18:00:00,64,Medium Demand
Ward 74,Monday,19:00:00,62,Medium Demand
Ward 74,Monday,20:00:00,54,Low Demand
Ward 74,Monday,21:00:00,29,Low Demand
Ward 74,Monday,22:00:00,23,Low Demand
Ward 74,Monday,23:00:00,17,Low Demand
Ward 74,Tuesday,00:00:00,19,Low Demand
Ward 74,Tuesday,01:00:00,23,Low Demand
Ward 74,Tuesday,02:00:00,29,Low Demand
Ward 74,Tuesday,03:00:00,25,Low Demand
Ward 74,Tuesday,04:00:00,24,Low Demand
Ward 74,Tuesday,05:00:00,24,Low Demand
Ward 74,Tuesday,06:00:00,42,Low Demand
Ward 74,Tuesday,07:00:00,46,Low Demand
Ward 74,Tuesday,08:00:00,51,Low Demand
Ward 74,Tuesday,09:00:00,45,Low Demand
Ward 74,Tuesday,10:00:00,38,Low Demand
Ward 74,Tuesday,11:00:00,30,Low Demand
Ward 74,Tuesday,12:00:00,37,Low Demand
Ward 74,Tuesday,13:00:00,29,Low Demand
Ward 74,Tuesday,14:00:00,47,Low Demand
Ward 74,Tuesday,15:00:00,33,Low Demand
Ward 74,Tuesday,16:00:00,34,Low Demand
Ward 74,Tuesday,17:00:00,63,Medium Demand
Ward 74,Tuesday,18:00:00,64,Medium Demand
Ward 74,Tuesday,19:00:00,73,Medium Demand
Ward 74,Tuesday,20:00:00,61,Medium Demand
Ward 74,Tuesday,21:00:00,25,Low Demand
Ward 74,Tuesday,22:00:00,29,Low Demand
Ward 74,Tuesday,23:00:00,19,Low Demand
Ward 74,Wednesday,00:00:00,23,Low Demand
Ward 74,Wednesday,01:00:00,18,Low Demand
Ward 74,Wednesday,02:00:00,16,Low Demand
Ward 74,Wednesday,03:00:00,23,Low Demand
Ward 74,Wednesday,04:00:00,18,Low Demand
Ward 74,Wednesday,05:00:00,18,Low Demand
Ward 74,Wednesday,06:00:00,60,Medium Demand
Ward 74,Wednesday,07:00:00,47,Low Demand
Ward 74,Wednesday,08:00:00,47,Low Demand
Ward 74,Wednesday,09:00:00,60,Medium Demand
Ward 74,Wednesday,10:00:00,37,Low Demand
Ward 74,Wednesday,11:00:00,42,Low Demand
Ward 74,Wednesday,12:00:00,33,Low Demand
Ward 74,Wednesday,13:00:00,39,Low Demand
Ward 74,Wednesday,14:00:00,32,Low Demand
Ward 74,Wednesday,15:00:00,32,Low Demand
Ward 74,Wednesday,16:00:00,38,Low Demand
Ward 74,Wednesday,17:00:00,74,Medium Demand
Ward 74,Wednesday,18:00:00,55,Low Demand
Ward 74,Wednesday,19:00:00,58,Low Demand
Ward 74,Wednesday,20:00:00,57,Low Demand
Ward 74,Wednesday,21:00:00,27,Low Demand
Ward 74,Wednesday,22:00:00,17,Low Demand
Ward 74,Wednesday,23:00:00,28,Low Demand
Ward 74,Thursday,00:00:00,17,Low Demand
Ward 74,Thursday,01:00:00,27,Low Demand
Ward 74,Thursday,02:00:00,26,Low Demand
Ward 74,Thursday,03:00:00,18,Low Demand
Ward 74,Thursday,04:00:00,29,Low Demand
Ward 74,Thursday,05:00:00,17,Low Demand
Ward 74,Thursday,06:00:00,45,Low Demand
Ward 74,Thursday,07:00:00,47,Low Demand
Ward 74,Thursday,08:00:00,59,Low Demand
Ward 74,Thursday,09:00:00,54,Low Demand
Ward 74,Thursday,10:00:00,44,Low Demand
Ward 74,Thursday,11:00:00,35,Low Demand
Ward 74,Thursday,12:00:00,42,Low Demand
Ward 74,Thursday,13:00:00,43,Low Demand
Ward 74,Thursday,14:00:00,37,Low Demand
Ward 74,Thursday,15:00:00,42,Low Demand
Ward 74,Thursday,16:00:00,44,Low Demand
Ward 74,Thursday,17:00:00,79,Medium Demand
Ward 74,Thursday,18:00:00,57,Low Demand
Ward 74,Thursday,19:00:00,56,Low Demand
Ward 74,Thursday,20:00:00,63,Medium Demand
Ward 74,Thursday,21:00:00,20,Low Demand
Ward 74,Thursday,22:00:00,24,Low Demand
Ward 74,Thursday,23:00:00,23,Low Demand
Ward 74,Friday,00:00:00,22,Low Demand
Ward 74,Friday,01:00:00,22,Low Demand
Ward 74,Friday,02:00:00,15,Low Demand
Ward 74,Friday,03:00:00,27,Low Demand
Ward 74,Friday,04:00:00,27,Low Demand
Ward 74,Friday,05:00:00,27,Low Demand
Ward 74,Friday,06:00:00,58,Low Demand
Ward 74,Friday,07:00:00,60,Medium Demand
Ward 74,Friday,08:00:00,44,Low Demand
Ward 74,Friday,09:00:00,57,Low Demand
Ward 74,Friday,10:00:00,36,Low Demand
Ward 74,Friday,11:00:00,38,Low Demand
Ward 74,Friday,12:00:00,42,Low Demand
Ward 74,Friday,13:00:00,43,Low Demand
Ward 74,Friday,14:00:00,32,Low Demand
Ward 74,Friday,15:00:00,36,Low Demand
Ward 74,Friday,16:00:00,33,Low Demand
Ward 74,Friday,17:00:00,67,Medium Demand
Ward 74,Friday,18:00:00,59,Low Demand
Ward 74,Friday,19:00:00,70,Medium Demand
Ward 74,Friday,20:00:00,75,Medium Demand
Ward 74,Friday,21:00:00,19,Low Demand
Ward 74,Friday,22:00:00,27,Low Demand
Ward 74,Friday,23:00:00,22,Low Demand
Ward 74,Saturday,00:00:00,20,Low Demand
Ward 74,Saturday,01:00:00,33,Low Demand
Ward 74,Saturday,02:00:00,26,Low Demand
Ward 74,Saturday,03:00:00,24,Low Demand
Ward 74,Saturday,04:00:00,27,Low Demand
Ward 74,Saturday,05:00:00,20,Low Demand
Ward 74,Saturday,06:00:00,54,Low Demand
Ward 74,Saturday,07:00:00,54,Low Demand
Ward 74,Saturday,08:00:00,54,Low Demand
Ward 74,Saturday,09:00:00,65,Medium Demand
Ward 74,Saturday,10:00:00,48,Low Demand
Ward 74,Saturday,11:00:00,50,Low Demand
Ward 74,Saturday,12:00:00,37,Low Demand
Ward 74,Saturday,13:00:00,33,Low Demand
Ward 74,Saturday,14:00:00,41,Low Demand
Ward 74,Saturday,15:00:00,52,Low Demand
Ward 74,Saturday,16:00:00,50,Low Demand
Ward 74,Saturday,17:00:00,72,Medium Demand
Ward 74,Saturday,18:00:00,83,Medium Demand
Ward 74,Saturday,19:00:00,86,Medium Demand
Ward 74,Saturday,20:00:00,67,Medium Demand
Ward 74,Saturday,21:00:00,21,Low Demand
Ward 74,Saturday,22:00:00,18,Low Demand
Ward 74,Saturday,23:00:00,26,Low Demand
Ward 75,Sunday,00:00:00,32,Low Demand
Ward 75,Sunday,01:00:00,23,Low Demand
Ward 75,Sunday,02:00:00,32,Low Demand
Ward 75,Sunday,03:00:00,25,Low Demand
Ward 75,Sunday,04:00:00,23,Low Demand
Ward 75,Sunday,05:00:00,27,Low Demand
Ward 75,Sunday,06:00:00,50,Low Demand
Ward 75,Sunday,07:00:00,71,Medium Demand
Ward 75,Sunday,08:00:00,70,Medium Demand
Ward 75,Sunday,09:00:00,55,Low Demand
Ward 75,Sunday,10:00:00,41,Low Demand
Ward 75,Sunday,11:00:00,46,Low Demand
Ward 75,Sunday,12:00:00,54,Low Demand
Ward 75,Sunday,13:00:00,48,Low Demand
Ward 75,Sunday,14:00:00,42,Low Demand
Ward 75,Sunday,15:00:00,55,Low Demand
Ward 75,Sunday,16:00:00,37,Low Demand
Ward 75,Sunday,17:00:00,65,Medium Demand
Ward 75,Sunday,18:00:00,83,Medium Demand
Ward 75,Sunday,19:00:00,65,Medium Demand
Ward 75,Sunday,20:00:00,77,Medium Demand
Ward 75,Sunday,21:00:00,33,Low Demand
Ward 75,Sunday,22:00:00,28,Low Demand
Ward 75,Sunday,23:00:00,34,Low Demand
Ward 75,Monday,00:00:00,23,Low Demand
Ward 75,Monday,01:00:00,26,Low Demand
Ward 75,Monday,02:00:00,24,Low Demand
Ward 75,Monday,03:00:00,29,Low Demand
Ward 75,Monday,04:00:00,19,Low Demand
Ward 75,Monday,05:00:00,24,Low Demand
Ward 75,Monday,06:00:00,45,Low Demand
Ward 75,Monday,07:00:00,55,Low Demand
Ward 75,Monday,08:00:00,50,Low Demand
Ward 75,Monday,09:00:00,58,Low Demand
Ward 75,Monday,10:00:00,36,Low Demand
Ward 75,Monday,11:00:00,37,Low Demand
Ward 75,Monday,12:00:00,46,Low Demand
Ward 75,Monday,13:00:00,35,Low Demand
Ward 75,Monday,14:00:00,37,Low Demand
Ward 75,Monday,15:00:00,50,Low Demand
Ward 75,Monday,16:00:00,45,Low Demand
Ward 75,Monday,17:00:00,60,Medium Demand
Ward 75,Monday,18:00:00,64,Medium Demand
Ward 75,Monday,19:00:00,77,Medium Demand
Ward 75,Monday,20:00:00,65,Medium Demand
Ward 75,Monday,21:00:00,21,Low Demand
Ward 75,Monday,22:00:00,21,Low Demand
Ward 75,Monday,23:00:00,29,Low Demand
Ward 75,Tuesday,00:00:00,23,Low Demand
Ward 75,Tuesday,01:00:00,29,Low Demand
Ward 75,Tuesday,02:00:00,29,Low Demand
Ward 75,Tuesday,03:00:00,20,Low Demand
Ward 75,Tuesday,04:00:00,27,Low Demand
Ward 75,Tuesday,05:00:00,24,Low Demand
Ward 75,Tuesday,06:00:00,58,Low Demand
Ward 75,Tuesday,07:00:00,64,Medium Demand
Ward 75,Tuesday,08:00:00,61,Medium Demand
Ward 75,Tuesday,09:00:00,62,Medium Demand
Ward 75,Tuesday,10:00:00,47,Low Demand
Ward 75,Tuesday,11:00:00,34,Low Demand
Ward 75,Tuesday,12:00:00,44,Low Demand
Ward 75,Tuesday,13:00:00,50,Low Demand
Ward 75,Tuesday,14:00:00,42,Low Demand
Ward 75,Tuesday,15:00:00,46,Low Demand
Ward 75,Tuesday,16:00:00,42,Low Demand
Ward 75,Tuesday,17:00:00,74,Medium Demand
Ward 75,Tuesday,18:00:00,79,Medium Demand
Ward 75,Tuesday,19:00:00,75,Medium Demand
Ward 75,Tuesday,20:00:00,76,Medium Demand
Ward 75,Tuesday,21:00:00,29,Low Demand
Ward 75,Tuesday,22:00:00,22,Low Demand
Ward 75,Tuesday,23:00:00,33,Low Demand
Ward 75,Wednesday,00:00:00,22,Low Demand
Ward 75,Wednesday,01:00:00,18,Low Demand
Ward 75,Wednesday,02:00:00,30,Low Demand
Ward 75,Wednesday,03:00:00,20,Low Demand
Ward 75,Wednesday,04:00:00,21,Low Demand
Ward 75,Wednesday,05:00:00,22,Low Demand
Ward 75,Wednesday,06:00:00,44,Low Demand
Ward 75,Wednesday,07:00:00,54,Low Demand
Ward 75,Wednesday,08:00:00,47,Low Demand
Ward 75,Wednesday,09:00:00,59,Low Demand
Ward 75,Wednesday,10:00:00,47,Low Demand
Ward 75,Wednesday,11:00:00,33,Low Demand
Ward 75,Wednesday,12:00:00,44,Low Demand
Ward 75,Wednesday,13:00:00,45,Low Demand
Ward 75,Wednesday,14:00:00,35,Low Demand
Ward 75,Wednesday,15:00:00,36,Low Demand
Ward 75,Wednesday,16:00:00,50,Low Demand
Ward 75,Wednesday,17:00:00,62,Medium Demand
Ward 75,Wednesday,18:00:00,78,Medium Demand
Ward 75,Wednesday,19:00:00,70,Medium Demand
Ward 75,Wednesday,20:00:00,80,Medium Demand
Ward 75,Wednesday,21:00:00,19,Low Demand
Ward 75,Wednesday,22:00:00,28,Low Demand
Ward 75,Wednesday,23:00:00,29,Low Demand
Ward 75,Thursday,00:00:00,24,Low Demand
Ward 75,Thursday,01:00:00,23,Low Demand
Ward 75,Thursday,02:00:00,23,Low Demand
Ward 75,Thursday,03:00:00,19,Low Demand
Ward 75,Thursday,04:00:00,25,Low Demand
Ward 75,Thursday,05:00:00,24,Low Demand
Ward 75,Thursday,06:00:00,53,Low Demand
Ward 75,Thursday,07:00:00,53,Low Demand
Ward 75,Thursday,08:00:00,50,Low Demand
Ward 75,Thursday,09:00:00,56,Low Demand
Ward 75,Thursday,10:00:00,34,Low Demand
Ward 75,Thursday,11:00:00,36,Low Demand
Ward 75,Thursday,12:00:00,49,Low Demand
Ward 75,Thursday,13:00:00,36,Low Demand
Ward 75,Thursday,14:00:00,42,Low Demand
Ward 75,Thursday,15:00:00,43,Low Demand
Ward 75,Thursday,16:00:00,46,Low Demand
Ward 75,Thursday,17:00:00,71,Medium Demand
Ward 75,Thursday,18:00:00,73,Medium Demand
Ward 75,Thursday,19:00:00,79,Medium Demand
Ward 75,Thursday,20:00:00,76,Medium Demand
Ward 75,Thursday,21:00:00,30,Low Demand
Ward 75,Thursday,22:00:00,29,Low Demand
Ward 75,Thursday,23:00:00,31,Low Demand
Ward 75,Friday,00:00:00,25,Low Demand
Ward 75,Friday,01:00:00,19,Low Demand
Ward 75,Friday,02:00:00,24,Low Demand
Ward 75,Friday,03:00:00,30,Low Demand
Ward 75,Friday,04:00:00,17,Low Demand
Ward 75,Friday,05:00:00,20,Low Demand
Ward 75,Friday,06:00:00,53,Low Demand
Ward 75,Friday,07:00:00,51,Low Demand
Ward 75,Friday,08:00:00,43,Low Demand
Ward 75,Friday,09:00:00,61,Medium Demand
Ward 75,Friday,10:00:00,43,Low Demand
Ward 75,Friday,11:00:00,36,Low Demand
Ward 75,Friday,12:00:00,46,Low Demand
Ward 75,Friday,13:00:00,43,Low Demand
Ward 75,Friday,14:00:00,47,Low Demand
Ward 75,Friday,15:00:00,32,Low Demand
Ward 75,Friday,16:00:00,46,Low Demand
Ward 75,Friday,17:00:00,70,Medium Demand
Ward 75,Friday,18:00:00,66,Medium Demand
Ward 75,Friday,19:00:00,73,Medium Demand
Ward 75,Friday,20:00:00,78,Medium Demand
Ward 75,Friday,21:00:00,27,Low Demand
Ward 75,Friday,22:00:00,33,Low Demand
Ward 75,Friday,23:00:00,19,Low Demand
Ward 75,Saturday,00:00:00,36,Low Demand
Ward 75,Saturday,01:00:00,35,Low Demand
Ward 75,Saturday,02:00:00,24,Low Demand
Ward 75,Saturday,03:00:00,31,Low Demand
Ward 75,Saturday,04:00:00,34,Low Demand
Ward 75,Saturday,05:00:00,32,Low Demand
Ward 75,Saturday,06:00:00,63,Medium Demand
Ward 75,Saturday,07:00:00,51,Low Demand
Ward 75,Saturday,08:00:00,49,Low Demand
Ward 75,Saturday,09:00:00,52,Low Demand
Ward 75,Saturday,10:00:00,50,Low Demand
Ward 75,Saturday,11:00:00,55,Low Demand
Ward 75,Saturday,12:00:00,41,Low Demand
Ward 75,Saturday,13:00:00,46,Low Demand
Ward 75,Saturday,14:00:00,48,Low Demand
Ward 75,Saturday,15:00:00,55,Low Demand
Ward 75,Saturday,16:00:00,48,Low Demand
Ward 75,Saturday,17:00:00,72,Medium Demand
Ward 75,Saturday,18:00:00,77,Medium Demand
Ward 75,Saturday,19:00:00,87,Medium Demand
Ward 75,Saturday,20:00:00,71,Medium Demand
Ward 75,Saturday,21:00:00,37,Low Demand
Ward 75,Saturday,22:00:00,23,Low Demand
Ward 75,Saturday,23:00:00,31,Low Demand
Ward 76,Sunday,00:00:00,83,Medium Demand
Ward 76,Sunday,01:00:00,96,High Demand
Ward 76,Sunday,02:00:00,85,Medium Demand
Ward 76,Sunday,03:00:00,75,Medium Demand
Ward 76,Sunday,04:00:00,89,Medium Demand
Ward 76,Sunday,05:00:00,80,Medium Demand
Ward 76,Sunday,06:00:00,185,High Demand
Ward 76,Sunday,07:00:00,203,High Demand
Ward 76,Sunday,08:00:00,182,High Demand
Ward 76,Sunday,09:00:00,187,High Demand
Ward 76,Sunday,10:00:00,148,High Demand
Ward 76,Sunday,11:00:00,142,High Demand
Ward 76,Sunday,12:00:00,131,High Demand
Ward 76,Sunday,13:00:00,139,High Demand
Ward 76,Sunday,14:00:00,159,High Demand
Ward 76,Sunday,15:00:00,156,High Demand
Ward 76,Sunday,16:00:00,148,High Demand
Ward 76,Sunday,17:00:00,226,High Demand
Ward 76,Sunday,18:00:00,238,High Demand
Ward 76,Sunday,19:00:00,252,High Demand
Ward 76,Sunday,20:00:00,217,High Demand
Ward 76,Sunday,21:00:00,100,High Demand
Ward 76,Sunday,22:00:00,90,Medium Demand
Ward 76,Sunday,23:00:00,89,Medium Demand
Ward 76,Monday,00:00:00,68,Medium Demand
Ward 76,Monday,01:00:00,85,Medium Demand
Ward 76,Monday,02:00:00,76,Medium Demand
Ward 76,Monday,03:00:00,69,Medium Demand
Ward 76,Monday,04:00:00,91,High Demand
Ward 76,Monday,05:00:00,86,Medium Demand
Ward 76,Monday,06:00:00,154,High Demand
Ward 76,Monday,07:00:00,150,High Demand
Ward 76,Monday,08:00:00,159,High Demand
Ward 76,Monday,09:00:00,157,High Demand
Ward 76,Monday,10:00:00,126,High Demand
Ward 76,Monday,11:00:00,117,High Demand
Ward 76,Monday,12:00:00,134,High Demand
Ward 76,Monday,13:00:00,124,High Demand
Ward 76,Monday,14:00:00,120,High Demand
Ward 76,Monday,15:00:00,123,High Demand
Ward 76,Monday,16:00:00,129,High Demand
Ward 76,Monday,17:00:00,202,High Demand
Ward 76,Monday,18:00:00,211,High Demand
Ward 76,Monday,19:00:00,202,High Demand
Ward 76,Monday,20:00:00,201,High Demand
Ward 76,Monday,21:00:00,82,Medium Demand
Ward 76,Monday,22:00:00,84,Medium Demand
Ward 76,Monday,23:00:00,69,Medium Demand
Ward 76,Tuesday,00:00:00,83,Medium Demand
Ward 76,Tuesday,01:00:00,80,Medium Demand
Ward 76,Tuesday,02:00:00,73,Medium Demand
Ward 76,Tuesday,03:00:00,89,Medium Demand
Ward 76,Tuesday,04:00:00,82,Medium Demand
Ward 76,Tuesday,05:00:00,84,Medium Demand
Ward 76,Tuesday,06:00:00,166,High Demand
Ward 76,Tuesday,07:00:00,167,High Demand
Ward 76,Tuesday,08:00:00,151,High Demand
Ward 76,Tuesday,09:00:00,165,High Demand
Ward 76,Tuesday,10:00:00,123,High Demand
Ward 76,Tuesday,11:00:00,119,High Demand
Ward 76,Tuesday,12:00:00,122,High Demand
Ward 76,Tuesday,13:00:00,134,High Demand
Ward 76,Tuesday,14:00:00,125,High Demand
Ward 76,Tuesday,15:00:00,115,High Demand
Ward 76,Tuesday,16:00:00,130,High Demand
Ward 76,Tuesday,17:00:00,200,High Demand
Ward 76,Tuesday,18:00:00,207,High Demand
Ward 76,Tuesday,19:00:00,185,High Demand
Ward 76,Tuesday,20:00:00,187,High Demand
Ward 76,Tuesday,21:00:00,70,Medium Demand
Ward 76,Tuesday,22:00:00,73,Medium Demand
Ward 76,Tuesday,23:00:00,81,Medium Demand
Ward 76,Wednesday,00:00:00,82,Medium Demand
Ward 76,Wednesday,01:00:00,68,Medium Demand
Ward 76,Wednesday,02:00:00,76,Medium Demand
Ward 76,Wednesday,03:00:00,73,Medium Demand
Ward 76,Wednesday,04:00:00,72,Medium Demand
Ward 76,Wednesday,05:00:00,72,Medium Demand
Ward 76,Wednesday,06:00:00,170,High Demand
Ward 76,Wednesday,07:00:00,170,High Demand
Ward 76,Wednesday,08:00:00,146,High Demand
Ward 76,Wednesday,09:00:00,171,High Demand
Ward 76,Wednesday,10:00:00,122,High Demand
Ward 76,Wednesday,11:00:00,128,High Demand
Ward 76,Wednesday,12:00:00,122,High Demand
Ward 76,Wednesday,13:00:00,129,High Demand
Ward 76,Wednesday,14:00:00,119,High Demand
Ward 76,Wednesday,15:00:00,136,High Demand
Ward 76,Wednesday,16:00:00,136,High Demand
Ward 76,Wednesday,17:00:00,197,High Demand
Ward 76,Wednesday,18:00:00,196,High Demand
Ward 76,Wednesday,19:00:00,202,High Demand
Ward 76,Wednesday,20:00:00,193,High Demand
Ward 76,Wednesday,21:00:00,73,Medium Demand
Ward 76,Wednesday,22:00:00,91,High Demand
Ward 76,Wednesday,23:00:00,79,Medium Demand
Ward 76,Thursday,00:00:00,87,Medium Demand
Ward 76,Thursday,01:00:00,90,Medium Demand
Ward 76,Thursday,02:00:00,80,Medium Demand
Ward 76,Thursday,03:00:00,83,Medium Demand
Ward 76,Thursday,04:00:00,70,Medium Demand
Ward 76,Thursday,05:00:00,87,Medium Demand
Ward 76,Thursday,06:00:00,170,High Demand
Ward 76,Thursday,07:00:00,165,High Demand
Ward 76,Thursday,08:00:00,172,High Demand
Ward 76,Thursday,09:00:00,171,High Demand
Ward 76,Thursday,10:00:00,119,High Demand
Ward 76,Thursday,11:00:00,121,High Demand
Ward 76,Thursday,12:00:00,117,High Demand
Ward 76,Thursday,13:00:00,122,High Demand
Ward 76,Thursday,14:00:00,131,High Demand
Ward 76,Thursday,15:00:00,123,High Demand
Ward 76,Thursday,16:00:00,142,High Demand
Ward 76,Thursday,17:00:00,206,High Demand
Ward 76,Thursday,18:00:00,198,High Demand
Ward 76,Thursday,19:00:00,194,High Demand
Ward 76,Thursday,20:00:00,187,High Demand
Ward 76,Thursday,21:00:00,93,High Demand
Ward 76,Thursday,22:00:00,67,Medium Demand
Ward 76,Thursday,23:00:00,72,Medium Demand
Ward 76,Friday,00:00:00,70,Medium Demand
Ward 76,Friday,01:00:00,90,Medium Demand
Ward 76,Friday,02:00:00,91,High Demand
Ward 76,Friday,03:00:00,81,Medium Demand
Ward 76,Friday,04:00:00,72,Medium Demand
Ward 76,Friday,05:00:00,75,Medium Demand
Ward 76,Friday,06:00:00,170,High Demand
Ward 76,Friday,07:00:00,172,High Demand
Ward 76,Friday,08:00:00,162,High Demand
Ward 76,Friday,09:00:00,158,High Demand
Ward 76,Friday,10:00:00,121,High Demand
Ward 76,Friday,11:00:00,127,High Demand
Ward 76,Friday,12:00:00,128,High Demand
Ward 76,Friday,13:00:00,126,High Demand
Ward 76,Friday,14:00:00,136,High Demand
Ward 76,Friday,15:00:00,126,High Demand
Ward 76,Friday,16:00:00,130,High Demand
Ward 76,Friday,17:00:00,197,High Demand
Ward 76,Friday,18:00:00,193,High Demand
Ward 76,Friday,19:00:00,212,High Demand
Ward 76,Friday,20:00:00,207,High Demand
Ward 76,Friday,21:00:00,82,Medium Demand
Ward 76,Friday,22:00:00,88,Medium Demand
Ward 76,Friday,23:00:00,67,Medium Demand
Ward 76,Saturday,00:00:00,88,Medium Demand
Ward 76,Saturday,01:00:00,89,Medium Demand
Ward 76,Saturday,02:00:00,83,Medium Demand
Ward 76,Saturday,03:00:00,82,Medium Demand
Ward 76,Saturday,04:00:00,104,High Demand
Ward 76,Saturday,05:00:00,80,Medium Demand
Ward 76,Saturday,06:00:00,203,High Demand
Ward 76,Saturday,07:00:00,179,High Demand
Ward 76,Saturday,08:00:00,201,High Demand
Ward 76,Saturday,09:00:00,195,High Demand
Ward 76,Saturday,10:00:00,139,High Demand
Ward 76,Saturday,11:00:00,140,High Demand
Ward 76,Saturday,12:00:00,141,High Demand
Ward 76,Saturday,13:00:00,155,High Demand
Ward 76,Saturday,14:00:00,142,High Demand
Ward 76,Saturday,15:00:00,150,High Demand
Ward 76,Saturday,16:00:00,155,High Demand
Ward 76,Saturday,17:00:00,238,High Demand
Ward 76,Saturday,18:00:00,216,High Demand
Ward 76,Saturday,19:00:00,238,High Demand
Ward 76,Saturday,20:00:00,229,High Demand
Ward 76,Saturday,21:00:00,90,Medium Demand
Ward 76,Saturday,22:00:00,78,Medium Demand
Ward 76,Saturday,23:00:00,82,Medium Demand
Ward 77,Sunday,00:00:00,43,Low Demand
Ward 77,Sunday,01:00:00,59,Low Demand
Ward 77,Sunday,02:00:00,60,Medium Demand
Ward 77,Sunday,03:00:00,51,Low Demand
Ward 77,Sunday,04:00:00,59,Low Demand
Ward 77,Sunday,05:00:00,56,Low Demand
Ward 77,Sunday,06:00:00,117,High Demand
Ward 77,Sunday,07:00:00,128,High Demand
Ward 77,Sunday,08:00:00,118,High Demand
Ward 77,Sunday,09:00:00,114,High Demand
Ward 77,Sunday,10:00:00,95,High Demand
Ward 77,Sunday,11:00:00,88,Medium Demand
Ward 77,Sunday,12:00:00,92,High Demand
Ward 77,Sunday,13:00:00,106,High Demand
Ward 77,Sunday,14:00:00,96,High Demand
Ward 77,Sunday,15:00:00,88,Medium Demand
Ward 77,Sunday,16:00:00,101,High Demand
Ward 77,Sunday,17:00:00,150,High Demand
Ward 77,Sunday,18:00:00,156,High Demand
Ward 77,Sunday,19:00:00,136,High Demand
Ward 77,Sunday,20:00:00,155,High Demand
Ward 77,Sunday,21:00:00,66,Medium Demand
Ward 77,Sunday,22:00:00,59,Low Demand
Ward 77,Sunday,23:00:00,70,Medium Demand
Ward 77,Monday,00:00:00,50,Low Demand
Ward 77,Monday,01:00:00,59,Low Demand
Ward 77,Monday,02:00:00,49,Low Demand
Ward 77,Monday,03:00:00,56,Low Demand
Ward 77,Monday,04:00:00,53,Low Demand
Ward 77,Monday,05:00:00,49,Low Demand
Ward 77,Monday,06:00:00,104,High Demand
Ward 77,Monday,07:00:00,103,High Demand
Ward 77,Monday,08:00:00,102,High Demand
Ward 77,Monday,09:00:00,95,High Demand
Ward 77,Monday,10:00:00,80,Medium Demand
Ward 77,Monday,11:00:00,81,Medium Demand
Ward 77,Monday,12:00:00,83,Medium Demand
